City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
280,Mangla,PK,2021-10-10 17:04:05,31.8931,72.3817,82.69,32,0,7.36
281,Adrar,MR,2021-10-10 17:04:05,20.5022,-10.0711,98.46,8,77,4.27
282,Pokhara,NP,2021-10-10 17:04:06,28.2333,83.9833,68.34,83,78,4.99
283,Galle,LK,2021-10-10 17:04:06,6.0367,80.217,79.27,87,78,11.07
284,Mogadishu,SO,2021-10-10 17:04:07,2.0371,45.3438,78.93,84,13,12.59
285,Cherskiy,RU,2021-10-10 17:04:07,68.75,161.3,-1.48,99,83,5.3
286,Moron,AR,2021-10-10 17:04:08,-34.6534,-58.6198,70.95,69,67,7.0
287,Neuquen,AR,2021-10-10 17:04:08,-38.9516,-68.0591,78.69,36,0,0.0
288,Cabo San Lucas,MX,2021-10-10 16:59:13,22.8909,-109.9124,91.51,49,68,0.51
289,Piacabucu,BR,2021-10-10 17:04:08,-10.4056,-36.4344,82.47,60,87,11.18
290,Kearney,US,2021-10-10 17:04:09,40.6995,-99.0815,65.32,48,1,20.71
291,Tornio,FI,2021-10-10 17:04:09,65.8481,24.1466,48.22,98,100,10.36
292,Kosh-Agach,RU,2021-10-10 17:04:10,50.0,88.6667,15.55,81,54,4.27
